carat,cut,color,clarity,depth,table,price,x,y,z
0.31,Premium,F,SI1,60.6,60.0,663,4.37,4.34,2.64
1.27,Ideal,D,SI1,62.1,55.0,8256,6.92,6.96,4.31
0.33,Ideal,I,VS1,61.6,57.0,668,4.46,4.41,2.73
0.44,Ideal,F,SI1,61.0,57.0,810,4.89,4.91,2.99
0.71,Premium,D,VS1,58.1,62.0,3090,5.89,5.84,3.41
1.54,Ideal,H,SI2,60.9,56.0,9624,7.45,7.43,4.53
1.91,Premium,G,SI2,61.9,58.0,9038,7.9,7.84,4.87
0.96,Fair,H,I1,67.4,62.0,1808,6.13,5.96,4.08
1.05,Ideal,G,VS1,61.1,56.0,7523,6.54,6.59,4.01
0.78,Very Good,E,VS1,60.9,57.0,3420,5.94,5.88,3.59
2.25,Premium,I,SI1,61.3,58.0,15397,8.52,8.42,0.0
0.32,Ideal,G,VS2,61.6,57.0,720,4.41,4.39,2.71
0.53,Very Good,G,SI2,62.5,55.0,1000,5.14,5.19,3.23
0.3,Premium,E,VS2,62.4,59.0,844,4.3,4.26,2.67
1.01,Very Good,G,VVS2,63.0,61.0,7528,6.34,6.36,4.0
0.3,Ideal,H,IF,61.5,58.0,764,4.28,4.3,2.64
0.53,Very Good,G,VS1,60.9,56.0,1636,5.24,5.27,3.2
0.32,Ideal,G,VS1,61.2,57.0,828,4.43,4.4,2.7
2.0,Very Good,I,SI2,59.5,61.0,13892,8.16,8.18,4.86
0.26,Premium,E,VS2,60.4,58.0,580,4.19,4.15,2.52
0.9,Very Good,F,SI2,63.1,58.0,3457,6.13,6.11,3.86
1.59,Ideal,G,VVS2,60.6,59.0,15843,7.53,7.59,4.58
1.54,Ideal,G,VVS2,62.5,57.0,15197,7.36,7.3,4.58
0.3,Very Good,I,VS2,60.5,55.0,453,4.34,4.37,2.63
0.42,Premium,D,VVS2,62.8,59.0,1241,4.76,4.73,2.98
0.24,Very Good,E,VVS1,62.2,59.0,552,3.99,4.02,2.49
0.32,Ideal,F,VS2,62.5,56.0,828,4.38,4.36,2.73
1.07,Ideal,G,SI2,61.1,57.0,4021,6.61,6.65,4.05
0.71,Very Good,E,SI2,63.3,57.0,2225,5.65,5.69,3.59
1.09,Premium,G,VS2,60.6,62.0,6153,6.68,6.58,4.02
1.12,Ideal,I,SI2,62.4,57.0,3688,6.69,6.62,4.15
0.71,Very Good,I,VS1,59.0,57.0,2328,5.85,5.88,3.46
2.18,Ideal,I,VS2,62.0,57.0,13769,8.35,8.24,5.14
0.52,Ideal,H,VS2,61.8,56.0,1573,5.19,5.16,3.2
1.08,Ideal,G,SI2,62.3,56.0,4489,6.53,6.57,4.08
0.3,Ideal,H,VS1,62.1,54.0,526,4.32,4.35,2.69
0.32,Very Good,E,VS2,61.3,57.0,656,4.38,4.41,2.69
1.04,Premium,E,VS2,61.1,59.0,7047,6.54,6.56,4.0
0.4,Premium,F,VS2,62.1,58.0,842,4.71,4.76,2.94
0.31,Ideal,F,IF,61.3,55.0,914,4.38,4.43,2.7
1.1,Ideal,E,SI2,61.6,56.0,5359,6.66,6.63,4.09
0.5,Ideal,G,SI2,60.0,57.0,1038,5.17,5.2,3.11
0.42,Ideal,H,VS2,62.5,57.0,773,4.76,4.81,2.99
1.73,Premium,I,VS2,59.8,58.0,8680,7.8,7.79,4.66
2.32,Ideal,H,SI1,62.6,57.0,18080,8.46,8.52,5.32
0.3,Premium,G,VS1,61.7,56.0,776,4.33,4.29,2.66
0.5,Fair,H,VS2,56.3,65.0,1332,5.24,5.21,2.94
1.57,Ideal,I,SI1,62.0,59.0,9095,7.41,7.45,4.61
0.78,Fair,E,SI2,66.9,57.0,2721,5.7,5.66,3.6
0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85
0.33,Ideal,G,IF,61.9,54.0,984,4.42,4.46,2.75
0.74,Very Good,J,SI1,62.2,59.0,1913,5.74,5.81,3.59
0.72,Good,E,VS1,57.9,60.0,3048,5.97,5.91,3.44
0.4,Ideal,F,VS1,62.7,55.0,1050,4.76,4.74,2.98
0.37,Ideal,F,VVS1,59.2,57.0,1342,4.71,4.75,2.8
0.5,Premium,F,VS2,62.8,61.0,1654,5.07,5.03,3.17
0.52,Ideal,G,VVS2,61.6,55.0,1957,5.14,5.18,3.19
0.43,Ideal,F,SI1,62.5,56.0,760,4.82,4.84,3.02
0.27,Premium,E,VS1,60.2,59.0,603,4.24,4.2,2.54
1.7,Ideal,H,VS1,62.4,55.0,13823,7.61,7.69,4.77
1.21,Ideal,E,SI1,61.8,56.0,8863,6.82,6.86,4.23
1.02,Ideal,H,I1,62.1,56.0,3915,6.4,6.45,3.99
0.4,Ideal,D,VS2,62.3,57.0,1050,4.75,4.72,2.95
0.31,Good,I,SI1,63.8,55.0,408,4.31,4.34,2.76
1.58,Premium,D,SI1,62.7,60.0,13995,7.41,7.37,4.63
0.53,Ideal,D,SI1,62.0,57.0,1566,5.19,5.23,3.23
0.29,Good,F,VS1,64.4,54.0,504,4.21,4.24,2.72
2.09,Premium,F,SI2,61.7,59.0,17840,8.21,8.23,5.07
0.58,Ideal,J,SI1,61.5,55.0,1089,5.36,5.4,3.31
1.06,Premium,G,SI1,62.7,56.0,5183,6.55,6.46,4.08
0.4,Ideal,H,VVS1,61.4,57.0,1088,4.81,4.74,2.93
1.2,Fair,F,I1,65.7,56.0,2622,6.65,6.58,4.35
0.5,Good,E,VS2,64.1,58.0,1299,5.01,5.03,3.22
1.12,Premium,I,VS1,59.6,58.0,4987,6.82,6.77,4.05
1.56,Fair,G,SI2,64.8,59.0,7950,7.38,7.19,4.72
0.32,Premium,G,VS2,61.5,58.0,720,4.4,4.35,2.69
0.3,Very Good,E,VVS1,60.5,57.0,862,4.37,4.39,2.65
0.73,Ideal,G,SI1,60.7,56.0,2659,5.89,5.81,3.55
1.52,Premium,H,SI1,61.2,58.0,8566,7.53,7.43,4.57
0.41,Very Good,G,VS2,59.8,61.0,827,4.78,4.82,2.87
1.19,Premium,I,SI2,62.6,58.0,4745,6.75,6.7,4.21
1.23,Premium,I,SI1,60.3,60.0,4133,6.95,6.88,4.17
2.11,Premium,I,SI2,62.3,56.0,13701,8.23,8.13,5.1
0.33,Premium,D,VS2,60.7,58.0,781,4.46,4.5,2.72
0.41,Good,J,VS2,63.4,56.0,611,4.7,4.73,2.99
0.56,Premium,D,VS2,61.1,58.0,2066,5.34,5.3,3.25
0.27,Very Good,F,VS1,60.5,57.0,518,4.21,4.23,2.55
0.52,Ideal,G,VVS2,60.8,57.0,1878,5.2,5.17,3.15
0.7,Ideal,E,SI1,62.8,56.0,2537,5.69,5.72,3.58
0.52,Ideal,G,VS1,60.9,56.0,1662,5.2,5.24,3.18
0.31,Ideal,G,VS1,62.1,55.0,625,4.33,4.36,2.7
0.32,Ideal,E,VS2,62.3,54.0,702,4.37,4.4,2.73
0.3,Very Good,I,SI1,63.0,57.0,405,4.28,4.32,2.71
0.7,Ideal,I,VVS2,61.8,56.0,2530,5.69,5.75,3.54
0.59,Very Good,D,VVS1,61.8,57.0,3234,5.37,5.41,3.33
0.42,Ideal,E,VS2,62.4,55.0,1024,4.83,4.79,3.0
1.01,Ideal,G,SI1,62.3,57.0,4694,6.41,6.36,3.98
0.41,Very Good,I,VVS2,59.9,57.0,1024,4.87,4.91,2.93
0.91,Good,F,SI1,66.1,57.0,3893,5.99,6.03,3.97
0.51,Ideal,G,VVS2,61.6,56.0,1875,5.12,5.17,3.17
2.01,Premium,I,VS2,60.3,62.0,15939,8.13,8.08,4.89
1.09,Ideal,H,SI1,62.2,56.0,4784,6.56,6.59,4.09
1.23,Ideal,I,SI2,62.3,55.0,4773,6.85,6.82,4.26
0.51,Ideal,G,VVS1,61.4,55.0,2027,5.15,5.18,3.17
0.3,Ideal,H,VS2,62.1,56.0,491,4.32,4.34,2.69
0.46,Ideal,J,IF,61.8,56.0,1221,4.98,4.95,3.07
1.01,Premium,F,SI1,62.6,58.0,5202,6.37,6.32,3.97
0.34,Good,G,SI1,63.9,58.0,650,4.43,4.4,2.82
1.1,Ideal,J,SI2,60.9,56.0,4157,6.68,6.72,4.08
1.5,Very Good,F,SI1,63.4,60.0,10684,7.2,7.27,4.59
0.31,Ideal,H,IF,61.8,56.0,816,4.36,4.38,2.7
0.24,Very Good,D,SI1,63.1,55.0,475,3.95,4.01,2.51
1.12,Premium,H,SI1,61.2,59.0,4641,6.69,6.65,4.08
1.0,Ideal,G,VS1,62.7,54.0,6349,6.37,6.42,4.01
0.54,Ideal,E,VS2,61.9,57.0,1754,5.2,5.23,3.23
0.4,Ideal,G,VS1,60.7,57.0,877,4.77,4.78,2.9
0.34,Ideal,F,VVS2,61.3,56.0,848,4.52,4.56,2.78
0.67,Ideal,G,IF,61.6,55.0,3271,5.61,5.65,3.47
0.87,Ideal,F,VS1,62.0,55.0,5640,6.1,6.13,3.79
1.01,Premium,F,SI2,62.8,57.0,4137,6.31,6.24,3.94
0.87,Ideal,G,VS2,61.4,55.0,4553,6.15,6.17,3.78
1.01,Ideal,I,SI1,61.9,57.0,4509,6.4,6.5,3.98
0.51,Good,G,SI1,63.1,64.0,1107,5.08,5.03,3.19
1.31,Very Good,I,SI2,60.8,57.0,5582,7.06,7.12,4.31
0.32,Ideal,E,VS2,61.7,55.0,702,4.36,4.42,2.71
0.9,Ideal,E,SI2,61.9,54.0,3958,6.23,6.18,3.84
0.97,Premium,F,SI1,59.9,59.0,4810,6.36,6.39,3.82
0.54,Premium,H,VVS2,60.6,60.0,1786,5.31,5.29,3.21
0.32,Ideal,G,IF,61.8,55.0,1020,4.43,4.41,2.73
0.9,Premium,F,SI2,61.4,58.0,3619,6.13,6.19,3.78
0.91,Very Good,H,VS1,62.7,63.0,4066,6.1,6.03,3.8
0.9,Fair,G,I1,66.0,58.0,2310,5.96,5.88,3.91
1.36,Premium,G,I1,62.1,57.0,4509,7.11,7.06,4.4
0.71,Premium,H,SI2,60.5,60.0,2224,5.81,5.73,3.49
0.54,Ideal,I,SI1,61.4,56.0,1114,5.25,5.27,3.23
1.21,Premium,H,VS2,59.3,60.0,6849,6.93,6.99,4.13
0.43,Ideal,E,VVS2,62.0,57.0,1245,4.84,4.87,3.01
0.41,Ideal,D,VS2,61.2,57.0,889,4.78,4.82,2.94
2.0,Very Good,I,VS2,63.3,56.0,16694,8.03,7.98,5.07
0.42,Ideal,H,SI2,62.0,54.0,625,4.83,4.85,3.0
0.91,Very Good,E,SI2,63.0,56.0,3772,6.12,6.16,3.87
1.02,Very Good,F,VVS2,62.9,59.0,8940,6.37,6.42,4.02
0.23,Very Good,E,VVS2,61.1,58.0,465,3.95,4.01,2.43
0.71,Premium,F,VS2,61.9,59.0,2686,5.75,5.72,3.55
2.11,Ideal,J,VS2,61.2,55.0,14638,8.33,8.3,5.09
0.4,Ideal,F,VS1,61.1,56.0,1050,4.78,4.75,2.91
1.08,Premium,G,VS2,59.4,59.0,6532,6.75,6.68,3.99
1.01,Fair,H,SI1,66.4,57.0,3546,6.12,6.08,4.05
0.71,Ideal,I,VS1,62.3,59.0,2368,5.68,5.72,3.55
0.51,Premium,H,SI1,60.6,59.0,1116,5.17,5.13,3.12
0.3,Very Good,D,VS2,62.0,59.0,710,4.22,4.27,2.63
0.53,Ideal,G,VVS2,61.0,56.0,1946,5.21,5.25,3.19
0.25,Good,E,IF,65.6,54.0,512,3.91,3.95,2.58
1.58,Premium,H,SI2,60.4,58.0,8887,7.6,7.52,4.57
1.2,Premium,H,VS1,61.3,58.0,6626,6.85,6.81,4.19
0.31,Ideal,E,VVS1,59.8,60.0,725,4.38,4.42,2.63
1.0,Premium,E,SI1,62.6,60.0,5544,6.35,6.3,3.97
0.5,Ideal,H,SI1,62.4,56.0,1140,5.07,5.09,3.17
0.33,Ideal,F,VS2,60.9,56.0,619,4.47,4.49,2.73
0.9,Good,G,SI2,63.8,59.0,3246,6.05,6.02,3.85
0.34,Premium,G,VVS1,61.5,59.0,1122,4.5,4.47,2.76
0.3,Premium,H,VS2,63.0,59.0,608,4.29,4.25,2.69
1.06,Ideal,H,SI2,60.1,59.0,4516,6.58,6.67,3.98
0.91,Very Good,E,SI1,63.3,56.0,4191,6.12,6.17,3.89
1.33,Ideal,G,VS1,62.0,55.0,10539,7.12,7.07,4.4
0.31,Ideal,E,VS2,62.2,55.0,642,4.32,4.36,2.7
0.5,Good,E,SI2,58.2,59.0,1098,5.24,5.27,3.06
1.51,Ideal,G,VS2,60.8,54.0,12100,7.45,7.43,4.52
0.59,Very Good,F,SI2,63.4,57.0,1301,5.32,5.28,3.36
0.32,Ideal,F,VS2,61.3,56.0,828,4.43,4.41,2.71
0.71,Ideal,J,SI1,60.6,57.0,2700,5.78,5.83,3.52
1.02,Ideal,I,VS2,62.8,57.0,3148,6.45,6.39,4.03
0.31,Good,G,VS1,63.3,56.0,625,4.29,4.33,2.73
0.3,Very Good,I,VVS1,62.8,59.0,552,4.24,4.29,2.68
0.31,Ideal,D,VS2,62.7,55.0,734,4.31,4.34,2.71
1.55,Ideal,E,SI1,61.5,56.0,13171,7.36,7.4,4.54
0.4,Premium,H,VS1,62.4,60.0,807,4.69,4.74,2.94
0.42,Very Good,E,SI2,62.9,56.0,700,4.77,4.8,3.01
1.16,Premium,I,SI1,60.0,58.0,4872,6.82,6.78,4.08
0.92,Premium,D,SI2,59.4,59.0,3877,6.39,6.28,3.76
1.2,Ideal,G,VS2,62.6,57.0,7413,6.74,6.81,4.24
1.51,Premium,F,VS2,62.5,58.0,14294,7.36,7.21,4.55
0.91,Good,J,VS2,61.3,61.0,3290,6.18,6.25,3.81
0.92,Ideal,E,SI1,61.7,57.0,5014,6.24,6.27,3.86
0.53,Ideal,I,SI1,61.6,56.6,1127,5.19,5.21,3.21
1.02,Ideal,H,VS2,62.0,57.0,5426,6.43,6.4,3.98
0.41,Very Good,H,VVS2,62.4,54.0,873,4.75,4.77,2.97
0.82,Ideal,E,SI1,61.8,55.0,3588,5.97,6.01,3.7
0.28,Ideal,F,VVS2,62.6,54.0,787,4.21,4.22,2.64
1.61,Ideal,F,SI1,62.6,58.0,12085,7.44,7.48,4.67
0.31,Ideal,E,SI1,61.1,56.0,660,4.39,4.41,2.69
0.3,Ideal,E,VS2,62.0,55.0,658,4.25,4.3,2.65
1.15,Very Good,H,SI2,61.4,58.0,4418,6.7,6.75,4.13
0.55,Ideal,G,VS1,61.5,57.0,1763,5.23,5.28,3.23
0.78,Ideal,D,VS2,61.9,56.0,3811,5.89,5.91,3.65
1.27,Very Good,H,VS2,59.2,58.0,7176,7.07,7.15,4.21
0.45,Ideal,G,SI2,61.9,54.0,709,4.91,4.95,3.05
0.41,Ideal,G,SI1,61.6,55.0,964,4.81,4.84,2.97
0.33,Ideal,F,VS1,62.1,55.0,738,4.43,4.46,2.76
0.31,Ideal,G,VS1,61.4,56.0,802,4.37,4.36,2.68
0.39,Ideal,F,SI1,61.8,55.0,886,4.7,4.72,2.91
0.32,Ideal,E,VVS2,61.2,57.0,729,4.38,4.41,2.69
0.6,Ideal,G,VVS2,61.2,56.0,2190,5.43,5.45,3.33
1.01,Very Good,E,VVS2,62.8,56.0,9089,6.34,6.39,4.0
0.96,Good,D,SI1,61.0,61.0,4693,6.29,6.33,3.85
1.3,Very Good,E,SI1,59.1,60.0,7963,7.12,7.17,4.22
0.3,Ideal,E,VS1,62.1,58.0,670,4.27,4.3,2.66
0.32,Ideal,D,SI2,62.1,55.0,449,4.38,4.4,2.73
0.6,Ideal,G,VS1,61.3,60.0,2091,5.39,5.41,3.31
0.32,Very Good,D,SI2,63.4,56.0,612,4.38,4.36,2.77
0.54,Premium,H,VS1,62.6,59.0,1720,5.22,5.19,3.26
1.29,Very Good,D,VVS1,60.8,55.0,17932,7.03,7.12,4.3
0.35,Ideal,E,SI1,61.0,57.0,788,4.57,4.54,2.78
0.71,Good,H,SI1,63.5,57.0,2096,5.63,5.67,3.59
0.5,Ideal,I,VVS1,62.4,53.0,1370,5.1,5.12,3.19
1.13,Premium,H,SI2,61.1,59.0,4619,6.73,6.65,4.09
0.38,Ideal,F,VVS2,60.8,53.0,963,4.72,4.76,2.88
1.19,Premium,J,SI1,63.0,54.0,4498,6.82,6.74,4.27
0.71,Ideal,E,VVS1,61.0,57.0,4860,5.75,5.76,3.51
0.89,Premium,G,SI1,61.1,58.0,3190,6.24,6.17,3.79
1.13,Ideal,E,SI2,62.4,56.0,4303,6.66,6.63,4.15
0.38,Ideal,E,SI1,61.1,55.0,844,4.69,4.73,2.88
1.02,Ideal,E,SI2,62.3,56.0,3455,6.42,6.37,3.98
1.28,Ideal,G,I1,61.6,57.0,4428,6.93,6.96,4.28
0.58,Very Good,E,SI2,59.0,62.0,1377,5.46,5.49,3.23
1.24,Premium,F,SI2,62.8,60.0,5583,6.84,6.82,4.29
0.72,Ideal,I,VS2,61.7,56.0,2650,5.75,5.8,3.56
0.32,Ideal,G,VS2,61.4,56.0,561,4.37,4.39,2.69
0.71,Very Good,H,SI1,62.4,58.0,2076,5.67,5.7,3.55
0.82,Very Good,E,VS2,62.8,59.0,4135,5.92,5.93,3.72
1.27,Premium,J,VS2,62.2,58.0,4580,6.88,6.84,4.27
0.24,Very Good,F,VVS1,62.3,56.0,608,3.97,4.01,2.49
1.0,Ideal,G,VVS1,61.9,57.0,8366,6.43,6.39,3.97
0.33,Ideal,H,VVS1,61.4,53.0,687,4.5,4.55,2.78
1.24,Premium,G,VVS2,59.9,60.0,10202,6.98,7.0,4.19
1.0,Premium,H,SI2,61.0,57.0,4032,6.51,6.4,3.94
0.41,Ideal,D,VVS2,62.3,55.0,1295,4.76,4.77,2.97
0.56,Premium,F,SI1,60.8,58.0,1436,5.31,5.34,3.24
0.91,Very Good,H,SI1,63.4,55.0,3082,6.18,6.15,3.91
1.0,Premium,E,SI1,60.3,62.0,5544,6.33,6.25,3.79
1.01,Ideal,H,SI1,61.0,56.0,5062,6.48,6.43,3.94
0.82,Premium,F,SI1,62.4,56.0,2962,6.01,5.98,3.74
0.31,Ideal,D,VS2,62.2,56.0,942,4.36,4.32,2.7
0.57,Ideal,E,SI2,58.8,57.0,1357,5.49,5.46,3.22
0.32,Ideal,G,VS1,61.3,55.0,707,4.45,4.43,2.72
0.36,Ideal,I,SI2,62.1,54.0,439,4.56,4.58,2.84
0.31,Premium,F,VS2,62.7,59.0,802,4.34,4.3,2.71
0.8,Ideal,I,VS1,62.2,58.0,2906,5.92,5.95,3.69
0.54,Ideal,H,VS1,61.9,56.0,1637,5.24,5.2,3.23
0.73,Very Good,E,SI2,59.6,57.0,2359,5.87,5.91,3.51
0.58,Ideal,E,VS1,60.1,57.0,1965,5.41,5.47,3.27
1.07,Ideal,F,IF,62.0,57.0,11434,6.52,6.57,4.06
1.7,Very Good,H,VS2,61.8,59.0,12257,7.58,7.66,4.71
2.18,Ideal,I,SI2,61.4,60.0,14870,8.37,8.31,5.12
0.78,Ideal,F,SI2,61.2,56.0,2622,5.93,5.97,3.64
0.9,Very Good,E,VS2,62.5,58.0,5305,6.14,6.18,3.85
1.71,Ideal,E,SI2,62.7,55.0,12978,7.62,7.69,4.8
0.54,Premium,D,VS1,60.5,58.0,1847,5.27,5.21,3.17
0.41,Ideal,G,IF,62.4,54.0,1431,4.78,4.74,2.97
0.52,Ideal,D,VS2,61.3,56.0,1822,5.15,5.2,3.17
0.7,Very Good,E,SI1,59.6,63.0,2396,5.72,5.65,3.39
1.16,Ideal,H,SI1,61.8,54.0,6084,6.74,6.81,4.19
1.01,Good,F,SI1,63.9,59.0,5309,6.29,6.32,4.03
0.28,Very Good,E,VVS2,61.4,60.0,596,4.18,4.22,2.58
0.9,Good,D,VS2,57.7,61.0,4717,6.34,6.32,3.65
0.54,Very Good,G,VS1,61.6,56.0,1754,5.23,5.26,3.23
0.44,Ideal,E,VS2,61.9,55.0,1003,4.86,4.89,3.02
1.03,Premium,H,SI1,58.6,61.0,4406,6.64,6.6,3.88
0.25,Premium,E,VVS2,62.0,59.0,740,4.08,4.05,2.52
1.67,Premium,H,SI2,62.6,60.0,8118,7.57,7.52,4.72
0.55,Ideal,E,VS2,62.5,56.0,2030,5.26,5.23,3.28
0.93,Good,D,SI2,63.4,59.0,3540,6.15,6.18,3.91
1.7,Premium,I,VVS2,62.1,59.0,11775,7.6,7.53,4.7
1.27,Ideal,G,VVS1,61.7,56.0,11002,7.03,6.9,4.3
0.5,Fair,F,I1,68.4,54.0,613,4.94,4.82,3.35
0.41,Very Good,H,SI2,61.5,59.0,593,4.8,4.82,2.96
0.9,Fair,E,SI1,65.5,59.0,3508,6.06,6.03,3.96
0.32,Very Good,H,VVS1,61.7,56.0,672,4.4,4.43,2.72
1.01,Good,G,VS2,58.9,61.0,5756,6.46,6.55,3.83
0.41,Premium,D,SI2,61.2,59.0,876,4.8,4.77,2.93
0.41,Ideal,G,VS2,62.7,56.0,1061,4.76,4.72,2.97
0.77,Ideal,I,VS1,61.4,56.0,2635,5.86,5.9,3.61
0.4,Ideal,F,VS1,61.6,55.0,917,4.74,4.78,2.93
0.9,Very Good,H,VS2,62.7,59.0,4173,6.11,6.17,3.85
1.2,Premium,H,VS2,61.4,59.0,6333,6.79,6.75,4.16
0.4,Ideal,F,VS2,62.0,57.0,1080,4.74,4.68,2.92
0.23,Very Good,E,VVS1,59.3,62.0,485,3.99,4.0,2.37
1.02,Good,G,VS1,63.3,58.0,6738,6.38,6.42,4.05
0.77,Premium,E,SI2,62.5,60.0,2171,5.84,5.8,3.64
1.0,Very Good,J,SI2,62.8,54.0,3991,6.35,6.43,4.01
1.22,Premium,G,VS2,61.1,56.0,8062,6.94,6.85,4.21
1.17,Good,G,VS1,60.0,64.0,7972,6.82,6.77,4.08
0.59,Ideal,E,SI1,61.6,55.0,1994,5.41,5.43,3.34
0.37,Ideal,F,VVS1,62.0,55.0,1049,4.6,4.63,2.86
0.4,Premium,D,SI2,61.6,59.0,855,4.74,4.68,2.9
0.3,Fair,D,VVS2,65.2,59.0,772,4.2,4.18,2.73
2.0,Fair,H,I1,69.8,54.0,5914,7.6,7.56,5.29
1.5,Ideal,I,IF,61.3,56.0,12725,7.34,7.41,4.52
1.23,Premium,G,SI2,62.8,59.0,4426,6.76,6.72,4.23
0.43,Premium,D,SI1,61.1,59.0,1064,4.89,4.83,2.97
0.7,Very Good,E,SI2,62.6,57.0,2514,5.64,5.67,3.54
0.82,Premium,E,SI2,62.0,59.0,2593,6.02,5.94,3.71
1.01,Ideal,G,VS2,60.9,57.0,6663,6.48,6.51,3.95
0.7,Good,E,SI1,65.0,57.0,2038,5.53,5.58,3.61
1.12,Very Good,I,VS2,62.9,55.9,5249,6.59,6.62,4.16
0.42,Ideal,H,IF,61.7,55.0,1273,4.84,4.82,2.98
0.42,Ideal,E,VVS1,62.1,55.0,1400,4.78,4.81,2.98
0.55,Ideal,D,SI2,60.9,57.0,1363,5.26,5.29,3.21
1.5,Good,H,SI2,64.0,61.0,5208,7.18,7.14,4.58
0.4,Premium,I,VVS1,60.8,58.0,842,4.76,4.78,2.9
0.53,Premium,E,SI1,61.9,56.0,1607,5.22,5.19,3.22
0.5,Good,G,VVS2,64.4,57.0,1991,4.97,5.05,3.22
1.01,Ideal,F,VVS2,61.8,56.0,8532,6.46,6.49,4.0
0.31,Very Good,G,VS2,60.9,57.0,559,4.37,4.39,2.67
1.0,Ideal,D,SI1,60.5,57.0,5880,6.52,6.48,3.93
1.0,Ideal,G,VVS1,61.9,57.0,8217,6.39,6.43,3.97
1.21,Fair,F,SI2,65.3,53.0,5028,6.74,6.68,4.38
0.31,Ideal,D,SI1,62.3,55.0,541,4.33,4.34,2.7
1.0,Premium,G,SI1,62.5,59.0,4493,6.35,6.29,3.95
0.81,Premium,H,VS1,62.6,58.0,2972,5.96,5.9,3.71
2.05,Premium,I,SI1,60.6,58.0,16611,8.22,8.13,4.95
2.03,Ideal,I,SI2,61.5,54.0,14061,8.22,8.2,5.05
0.7,Ideal,I,VVS1,61.8,56.0,2966,5.69,5.73,3.53
0.8,Premium,F,SI2,58.5,62.0,2371,6.08,6.05,3.55
1.5,Premium,G,VS1,62.7,58.0,14234,7.3,7.25,4.56
0.71,Very Good,E,VS1,63.3,59.0,3064,5.64,5.68,3.58
0.53,Premium,D,VS1,61.3,58.0,2743,5.2,5.18,3.18
0.51,Ideal,I,VS2,62.1,54.0,1131,5.12,5.16,3.19
0.4,Very Good,F,VS1,60.4,61.0,982,4.74,4.77,2.87
0.9,Very Good,F,VS2,62.7,62.0,4124,6.11,6.17,3.85
0.43,Ideal,F,SI1,62.5,56.0,975,4.84,4.82,3.02
2.19,Good,I,SI2,63.7,57.0,11522,8.23,8.19,5.23
0.91,Very Good,H,SI1,63.4,56.0,3771,6.18,6.1,3.89
1.2,Ideal,F,VVS1,61.1,55.0,13088,6.86,6.89,4.2
0.32,Ideal,G,VVS1,61.8,54.0,814,4.4,4.43,2.73
0.54,Very Good,F,SI1,63.3,56.0,1389,5.24,5.21,3.31
0.31,Premium,E,VVS2,62.2,56.0,1116,4.31,4.28,2.67
0.53,Premium,E,SI1,62.1,58.0,1395,5.11,5.19,3.2
1.36,Premium,F,VS2,59.3,60.0,10929,7.23,7.2,4.28
0.32,Good,G,SI1,63.5,56.0,477,4.35,4.38,2.77
1.16,Ideal,G,SI2,61.6,55.0,5078,6.78,6.8,4.18
0.53,Premium,G,SI2,60.8,58.0,1173,5.21,5.19,3.16
2.01,Premium,I,SI2,60.0,61.0,13400,8.13,8.08,4.86
0.39,Ideal,I,VVS2,62.0,56.0,750,4.67,4.72,2.91
0.72,Ideal,G,VVS2,62.4,57.0,3139,5.71,5.76,3.58
0.91,Premium,D,SI2,58.3,60.0,3511,6.4,6.33,3.71
2.03,Premium,J,SI1,60.1,58.0,12492,8.26,8.21,4.95
1.26,Premium,I,VS2,62.4,58.0,6023,6.88,6.94,4.31
1.46,Good,E,VS2,63.9,57.0,11851,7.06,7.12,4.53
1.51,Ideal,G,VS2,62.0,56.0,13234,7.32,7.35,4.55
0.51,Very Good,G,SI1,61.4,54.0,1237,5.2,5.22,3.2
0.31,Very Good,G,SI1,62.8,55.0,462,4.32,4.38,2.73
0.33,Premium,G,VS2,61.1,59.0,743,4.47,4.43,2.72
0.72,Ideal,E,VS2,61.3,57.0,3223,5.76,5.79,3.54
0.44,Premium,E,SI2,59.7,61.0,1028,4.97,4.91,2.95
0.25,Ideal,F,VS2,62.9,55.0,535,4.01,4.05,2.53
1.5,Ideal,F,SI1,62.7,56.0,9347,7.25,7.35,4.58
1.34,Premium,I,VS2,61.8,59.0,6754,7.07,7.04,4.36
0.41,Good,F,SI1,63.2,59.0,755,4.68,4.72,2.97
0.71,Good,F,VS1,61.8,57.0,3701,5.73,5.76,3.55
0.3,Ideal,F,VS1,62.5,57.0,621,4.26,4.28,2.67
1.06,Premium,G,SI1,62.2,57.0,5113,6.53,6.47,4.04
1.12,Premium,I,SI1,61.3,58.0,4077,6.69,6.68,4.1
1.02,Very Good,E,SI1,63.5,55.0,5245,6.3,6.37,4.02
0.33,Ideal,G,VS1,62.1,54.0,854,4.47,4.45,2.77
0.5,Ideal,I,VVS2,61.8,57.0,1322,5.09,5.11,3.15
0.22,Premium,F,SI1,60.4,61.0,342,3.88,3.84,2.33
0.31,Ideal,E,VS2,61.6,57.0,680,4.35,4.38,2.69
0.55,Premium,E,VS2,61.4,57.0,1881,5.29,5.27,3.24
1.16,Fair,F,VS1,57.8,67.0,7094,6.97,6.84,3.99
0.9,Ideal,G,VS1,61.8,56.0,4931,6.19,6.24,3.84
1.06,Very Good,H,SI1,62.8,58.0,4785,6.47,6.49,4.07
2.12,Very Good,J,SI2,62.3,61.0,12030,8.16,8.21,5.1
